Typ zgłoszenia,Klucz zgłoszenia,Id. zgłoszenia,Podsumowanie,Osoba przypisana,ID osoby przypisanej,Osoba zgłaszająca,ID osoby zgłaszającej,Priorytet,Status,Rozwiązanie,Utworzono,Zaktualizowano,Termin
Story,MA-131,10130,Limit amount of events,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Do zrobienia,,08/lut/23 12:11 PM,20/lis/25 5:02 PM,
Podzadanie,MA-130,10129,Unit tests,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 12:09 PM,29/sty/25 7:13 PM,
Podzadanie,MA-129,10128,Horizontally scrollable cards,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 12:09 PM,29/sty/25 7:13 PM,
Podzadanie,MA-128,10127,Badge with number of events,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 12:08 PM,29/sty/25 8:27 PM,
Podzadanie,MA-127,10126,Tests for web launcher,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:57 AM,29/sty/25 8:27 PM,
Podzadanie,MA-126,10125,Tests for main,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:57 AM,29/sty/25 7:13 PM,
Podzadanie,MA-125,10124,Tests for user widget,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:56 AM,29/sty/25 8:27 PM,
Podzadanie,MA-124,10123,Tests for goole map,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:56 AM,29/sty/25 7:13 PM,
Podzadanie,MA-123,10122,Tests for skill level widget,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:56 AM,29/sty/25 7:13 PM,
Podzadanie,MA-122,10121,Tests for event group widget,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:56 AM,29/sty/25 8:27 PM,
Podzadanie,MA-121,10120,Tests for event details widget,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:56 AM,29/sty/25 7:13 PM,
Podzadanie,MA-120,10119,Tests for event app-bar,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:55 AM,29/sty/25 7:13 PM,
Podzadanie,MA-119,10118,Tests for event pop-up row,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:55 AM,29/sty/25 7:13 PM,
Podzadanie,MA-118,10117,Tests for event pop-up button,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:55 AM,29/sty/25 8:27 PM,
Podzadanie,MA-117,10116,Tests for event pop-up box,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:55 AM,29/sty/25 7:13 PM,
Podzadanie,MA-116,10115,Tests for sign in widget,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:53 AM,29/sty/25 8:27 PM,
Podzadanie,MA-115,10114,Tests for user service,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:53 AM,29/sty/25 8:27 PM,
Podzadanie,MA-114,10113,Tests for user entity json parser,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:53 AM,29/sty/25 7:13 PM,
Podzadanie,MA-113,10112,Tests for event slots,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:51 AM,29/sty/25 7:13 PM,
Podzadanie,MA-112,10111,Tests for event service,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:51 AM,29/sty/25 7:13 PM,
Podzadanie,MA-111,10110,Tests for event mapper,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:51 AM,29/sty/25 8:27 PM,
Podzadanie,MA-110,10109,Tests for event marker entity,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:50 AM,29/sty/25 8:27 PM,
Podzadanie,MA-109,10108,Samples for data models,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:49 AM,29/sty/25 7:13 PM,
Podzadanie,MA-108,10107,Tests for date and time,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:49 AM,29/sty/25 7:13 PM,
Podzadanie,MA-107,10106,Tests for cost,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:49 AM,29/sty/25 7:13 PM,
Podzadanie,MA-106,10105,Tests for skill level,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:48 AM,29/sty/25 7:13 PM,
Podzadanie,MA-105,10104,Tests for internationalizing,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:48 AM,29/sty/25 8:27 PM,
Podzadanie,MA-104,10103,Use infix in level skill translations,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:25 AM,29/sty/25 7:13 PM,
Podzadanie,MA-103,10102,Handle different datetime format,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:24 AM,29/sty/25 7:13 PM,
Podzadanie,MA-102,10101,Extract methods to widgets in event details,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,08/lut/23 11:23 AM,29/sty/25 8:27 PM,
Story,MA-101,10100,Refactor frontend - Sprint 7,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,08/lut/23 11:16 AM,29/sty/25 8:27 PM,
Zadanie,MA-100,10099,Change jira workflow,Joanna Pawlaczyk,557058:636c4cd1-59ac-4c2e-9f21-fe7cd491416d,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,08/lut/23 11:13 AM,29/sty/25 7:14 PM,
Story,MA-99,10098,Resolve project problems,Albert Dolata,712020:8279b1dd-5065-4853-9397-d75d80c3bfb1,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,08/lut/23 10:23 AM,29/sty/25 7:14 PM,
Story,MA-98,10097,Internationalizing with ARB,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,08/lut/23 9:44 AM,29/sty/25 7:14 PM,
Podzadanie,MA-97,10096,Extract event date time in event details,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 11:27 AM,29/sty/25 7:14 PM,
Podzadanie,MA-96,10095,Extract cost in event details,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 11:24 AM,29/sty/25 7:14 PM,
Podzadanie,MA-95,10094,Extract user in event details,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 11:23 AM,29/sty/25 8:28 PM,
Podzadanie,MA-93,10092,Extract event slots,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 10:55 AM,29/sty/25 8:28 PM,
Podzadanie,MA-92,10091,Change screens package name,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 10:08 AM,29/sty/25 8:28 PM,
Podzadanie,MA-91,10090,Extract pop-up button widget,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 8:42 AM,29/sty/25 8:28 PM,
Podzadanie,MA-90,10089,Extract pop-up row widget,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 8:39 AM,29/sty/25 8:27 PM,
Podzadanie,MA-89,10088,Add enum for routes,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 8:38 AM,29/sty/25 7:14 PM,
Podzadanie,MA-88,10087,Create a dictionary for translations keys,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 8:28 AM,29/sty/25 8:28 PM,
Podzadanie,MA-87,10086,Extract lunch url,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 8:28 AM,29/sty/25 8:27 PM,
Podzadanie,MA-86,10085,Extract date time formatting,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 8:28 AM,29/sty/25 7:14 PM,
Podzadanie,MA-85,10084,Extract event time widget,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 8:27 AM,29/sty/25 7:14 PM,
Podzadanie,MA-84,10083,Extract event date widget,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 8:27 AM,29/sty/25 7:14 PM,
Podzadanie,MA-83,10082,Remove checking null for event details,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 8:27 AM,29/sty/25 7:14 PM,
Podzadanie,MA-82,10081,Extract setting price,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,07/lut/23 8:27 AM,29/sty/25 7:14 PM,
Podzadanie,MA-81,10080,Clean-up dev environment,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,06/lut/23 12:57 PM,29/sty/25 8:28 PM,
Story,MA-80,10079,Theme,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Odrzucono,,06/lut/23 10:41 AM,20/lis/25 6:07 PM,
Zadanie,MA-79,10078,Retrospective - Sprint 6,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,06/lut/23 10:21 AM,29/sty/25 7:14 PM,
Zadanie,MA-78,10077,Planning - Sprint 8,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,06/lut/23 10:21 AM,29/sty/25 7:14 PM,
Zadanie,MA-77,10076,Planning - Sprint 7,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,06/lut/23 10:20 AM,29/sty/25 7:14 PM,
Story,MA-76,10075,Add unit test - frontend,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,03/lut/23 7:41 PM,29/sty/25 8:27 PM,
Story,MA-75,10074,Handle many events in the same place,,,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,02/lut/23 11:34 AM,29/sty/25 7:14 PM,
Podzadanie,MA-74,10073,Add expired events in postman ,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,02/lut/23 11:28 AM,29/sty/25 8:29 PM,
Podzadanie,MA-73,10072,Show only future events on map,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,02/lut/23 11:27 AM,29/sty/25 7:14 PM,
Story,MA-72,10071,Caching backend responses,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Do zrobienia,,02/lut/23 9:29 AM,20/lis/25 5:02 PM,
Podzadanie,MA-71,10070,Translate the user details screen,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,02/lut/23 8:51 AM,29/sty/25 7:14 PM,
Story,MA-70,10069,Create logging system,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,02/lut/23 8:42 AM,29/sty/25 8:29 PM,
Story,MA-69,10068,Refactor backend - Sprint 10,,,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,01/lut/23 2:08 PM,29/sty/25 7:14 PM,
Podzadanie,MA-68,10067,Add user's real name on the event pop-up and the event details screen,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 1:41 PM,29/sty/25 7:14 PM,
Podzadanie,MA-67,10066,Add user real name on the event details name item,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 1:41 PM,29/sty/25 7:14 PM,
Podzadanie,MA-66,10065,Open Facebook profile after clicking on the user name item,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 1:39 PM,29/sty/25 8:29 PM,
Podzadanie,MA-65,10064,Prepare postman request to populate user data,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 1:37 PM,29/sty/25 8:29 PM,
Podzadanie,MA-64,10063,Create user model on the backend,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 1:37 PM,29/sty/25 7:14 PM,
Story,MA-63,10062,Calculate and add event duration,,,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,01/lut/23 12:53 PM,29/sty/25 7:14 PM,
Podzadanie,MA-62,10061,Add event end time in postman request,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 12:52 PM,29/sty/25 7:14 PM,
Podzadanie,MA-61,10060,Add event end time on the event pop-up,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 12:51 PM,29/sty/25 7:14 PM,
Podzadanie,MA-60,10059,Add event end time on the item details,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 12:51 PM,29/sty/25 7:14 PM,
Podzadanie,MA-59,10058,Add event end time on the backend server,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 12:51 PM,29/sty/25 7:14 PM,
Podzadanie,MA-58,10057,Add date and time in event`s postman request,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 11:55 AM,29/sty/25 8:30 PM,
Podzadanie,MA-57,10056,Add date and time on the event pop-up,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 11:54 AM,29/sty/25 8:28 PM,
Podzadanie,MA-56,10055,Add date and time on the item details,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 11:53 AM,29/sty/25 8:28 PM,
Podzadanie,MA-55,10054,Add date and time on the backend server,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,01/lut/23 11:53 AM,29/sty/25 8:30 PM,
Story,MA-54,10053,Update flutter,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,31/sty/23 11:46 AM,29/sty/25 7:14 PM,
Podzadanie,MA-53,10052,Add price item to the event details,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,31/sty/23 11:14 AM,29/sty/25 7:14 PM,
Story,MA-52,10051,Refactor frontend - sprint 6,,,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,31/sty/23 11:02 AM,29/sty/25 8:28 PM,
Podzadanie,MA-51,10050,Handle available slots,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,31/sty/23 10:57 AM,29/sty/25 7:14 PM,
Podzadanie,MA-50,10049,Move image to local storage,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,30/sty/23 2:34 PM,29/sty/25 7:14 PM,
Podzadanie,MA-49,10048,Add English translations,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,30/sty/23 2:33 PM,29/sty/25 7:14 PM,
Podzadanie,MA-48,10047,Fix spelling,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,30/sty/23 2:33 PM,29/sty/25 7:14 PM,
Podzadanie,MA-47,10046,Fill address on the event pop-up,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,30/sty/23 2:14 PM,29/sty/25 7:14 PM,
Podzadanie,MA-46,10045,Handle passing address BE -> FE,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,30/sty/23 12:05 PM,29/sty/25 7:14 PM,
Podzadanie,MA-45,10044,Back to the map after clicking the detail`s list item,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,30/sty/23 12:01 PM,29/sty/25 7:14 PM,
Podzadanie,MA-44,10043,Handle group name on the event pop-up,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,30/sty/23 11:55 AM,29/sty/25 7:14 PM,
Podzadanie,MA-43,10042,Add action to the link group`s details item,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Medium,Gotowe,Gotowe,30/sty/23 11:54 AM,29/sty/25 7:14 PM,
Zadanie,MA-42,10041,Retrospective - Sprint 5,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 7:25 PM,29/sty/25 7:14 PM,
Zadanie,MA-41,10040,Planning - Sprint 6,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 7:25 PM,29/sty/25 7:14 PM,
Story,MA-40,10039,Remove expired events,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 7:22 PM,29/sty/25 8:28 PM,
Story,MA-39,10038,Event details - level,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 7:19 PM,29/sty/25 8:28 PM,
Story,MA-38,10037,Event details - group,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 7:17 PM,29/sty/25 8:28 PM,
Story,MA-37,10036,Event details - date and time,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 7:15 PM,29/sty/25 8:29 PM,
Story,MA-36,10035,Event details - price,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 7:14 PM,29/sty/25 7:14 PM,
Story,MA-35,10034,Event details - slots,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 7:06 PM,29/sty/25 8:29 PM,
Story,MA-34,10033,Event details - arranger,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 6:15 PM,29/sty/25 8:29 PM,
Story,MA-33,10032,Event details - address,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 6:10 PM,29/sty/25 8:29 PM,
Zadanie,MA-32,10031,Planning - Sprint 5,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 5:38 PM,29/sty/25 7:14 PM,
Zadanie,MA-31,10030,Retrospective - Sprint 4,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,26/sty/23 5:37 PM,29/sty/25 7:14 PM,
Podzadanie,MA-30,10029,Cyclical checking feed,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,25/sty/23 12:02 PM,29/sty/25 7:14 PM,
Epik,MA-29,10028,Map & Location-Based Discovery,Flutterowo,5f311c73d0884f00495441b2,Flutterowo,5f311c73d0884f00495441b2,Medium,W toku,,25/sty/23 10:16 AM,20/lis/25 6:43 PM,
Podzadanie,MA-28,10027,Read events from facebook,Patryk Dolata,557058:4b686285-5035-4c4e-aa9c-d77c978360af,Flutterowo,5f311c73d0884f00495441b2,Medium,Gotowe,Gotowe,24/sty/23 8:05 AM,29/sty/25 7:14 PM,
